state,year,quarter,transaction_type,transaction_count,transaction_amount_rupees,transaction_amount_crore,avg_transaction_value,region
andaman-&-nicobar-islands,2019,3,Peer-to-peer payments,13767,101079821.10344616,10.107982110344615,7342.182109642345,North-East
andaman-&-nicobar-islands,2019,3,Recharge & bill payments,16219,8171737.705916681,0.8171737705916682,503.83733312267594,North-East
andaman-&-nicobar-islands,2019,4,Financial Services,60,295937.2110898865,0.029593721108988648,4932.286851498108,North-East
andaman-&-nicobar-islands,2019,4,Merchant payments,2920,5247500.487902376,0.5247500487902376,1797.089208185745,North-East
andaman-&-nicobar-islands,2019,4,Others,200,263177.5944158883,0.02631775944158883,1315.8879720794416,North-East
andaman-&-nicobar-islands,2019,4,Peer-to-peer payments,18128,121493224.30754511,12.149322430754511,6701.965153770141,North-East
andaman-&-nicobar-islands,2019,4,Recharge & bill payments,13851,9538690.916424634,0.9538690916424634,688.6644225272279,North-East
andaman-&-nicobar-islands,2020,1,Financial Services,66,208231.73071652642,0.020823173071652643,3155.026222977673,North-East
andaman-&-nicobar-islands,2020,1,Merchant payments,4424,7752871.558217709,0.7752871558217709,1752.4574046604225,North-East
andaman-&-nicobar-islands,2020,1,Others,216,332393.19201521645,0.03323931920152164,1538.857370440817,North-East
andaman-&-nicobar-islands,2020,1,Peer-to-peer payments,18324,142332401.79234773,14.233240179234773,7767.539936277435,North-East
andaman-&-nicobar-islands,2020,1,Recharge & bill payments,18268,10850414.023977457,1.0850414023977457,593.9574131802856,North-East
andaman-&-nicobar-islands,2020,2,Financial Services,175,706932.1397115812,0.07069321397115812,4039.612226923321,North-East
andaman-&-nicobar-islands,2020,2,Merchant payments,4004,9236375.740471343,0.9236375740471343,2306.7871479698656,North-East
andaman-&-nicobar-islands,2020,2,Others,355,313313.0646014327,0.031331306460143274,882.5720129617823,North-East
andaman-&-nicobar-islands,2020,2,Peer-to-peer payments,20303,141728757.73517442,14.172875773517442,6980.680576031838,North-East
andaman-&-nicobar-islands,2020,2,Recharge & bill payments,38125,17659622.73418829,1.765962273418829,463.20321925739773,North-East
andaman-&-nicobar-islands,2020,3,Financial Services,572,961836.7129860274,0.09618367129860274,1681.5327150105372,North-East
andaman-&-nicobar-islands,2020,3,Merchant payments,16096,22682992.238478824,2.2682992238478823,1409.2316251540026,North-East
andaman-&-nicobar-islands,2020,3,Others,808,539449.7721868362,0.053944977218683625,667.6358566668765,North-East
andaman-&-nicobar-islands,2020,3,Peer-to-peer payments,40697,289078946.7312394,28.907894673123938,7103.200401288532,North-East
andaman-&-nicobar-islands,2020,3,Recharge & bill payments,59310,24756220.875469353,2.4756220875469355,417.4038252481766,North-East
andaman-&-nicobar-islands,2020,4,Financial Services,965,1880546.9672370641,0.18805469672370642,1948.7533339244187,North-East
andaman-&-nicobar-islands,2020,4,Merchant payments,59391,56867468.940003954,5.686746894000396,957.5098742234337,North-East
andaman-&-nicobar-islands,2020,4,Others,1925,1508083.6917299272,0.15080836917299273,783.4200995999622,North-East
andaman-&-nicobar-islands,2020,4,Peer-to-peer payments,81439,533316526.1814983,53.33165261814983,6548.662510363564,North-East
andaman-&-nicobar-islands,2020,4,Recharge & bill payments,80811,33710030.534383245,3.3710030534383244,417.1465584435689,North-East
andaman-&-nicobar-islands,2021,1,Financial Services,884,1469351.0852598653,0.14693510852598654,1662.1618611536937,North-East
andaman-&-nicobar-islands,2021,1,Merchant payments,53090,78606979.05751458,7.860697905751458,1480.6362602658614,North-East
andaman-&-nicobar-islands,2021,1,Others,1201,1077918.666433228,0.1077918666433228,897.5176240076836,North-East
andaman-&-nicobar-islands,2021,1,Peer-to-peer payments,105458,665391395.715478,66.53913957154779,6309.539302048948,North-East
andaman-&-nicobar-islands,2021,1,Recharge & bill payments,84119,37160922.86506996,3.7160922865069965,441.76610355650877,North-East
andaman-&-nicobar-islands,2021,2,Financial Services,960,2038521.5136710338,0.20385215136710338,2123.4599100739933,North-East
andaman-&-nicobar-islands,2021,2,Merchant payments,85143,103707408.50908463,10.370740850908463,1218.0379891369182,North-East
andaman-&-nicobar-islands,2021,2,Others,1628,1327080.0560584562,0.1327080056058456,815.1597395936463,North-East
andaman-&-nicobar-islands,2021,2,Peer-to-peer payments,132772,748382044.7707307,74.83820447707308,5636.5954024246885,North-East
andaman-&-nicobar-islands,2021,2,Recharge & bill payments,120911,43691961.26275121,4.369196126275121,361.3563800047242,North-East
andaman-&-nicobar-islands,2021,3,Financial Services,990,2351013.441729573,0.2351013441729573,2374.761052252094,North-East
andaman-&-nicobar-islands,2021,3,Merchant payments,118340,176991328.21761328,17.699132821761328,1495.61710510067,North-East
andaman-&-nicobar-islands,2021,3,Others,2103,1650766.1267105162,0.16507661267105161,784.9577397577348,North-East
andaman-&-nicobar-islands,2021,3,Peer-to-peer payments,192321,1077787837.1562996,107.77878371562996,5604.108948873496,North-East
andaman-&-nicobar-islands,2021,3,Recharge & bill payments,136010,51243450.85925055,5.124345085925055,376.7623767314944,North-East
andaman-&-nicobar-islands,2021,4,Financial Services,1718,3137965.167474068,0.3137965167474068,1826.5222162247194,North-East
andaman-&-nicobar-islands,2021,4,Merchant payments,210164,322842314.62433755,32.28423146243375,1536.1446994934315,North-East
andaman-&-nicobar-islands,2021,4,Others,2855,2453640.142743944,0.24536401427439442,859.418613920821,North-East
andaman-&-nicobar-islands,2021,4,Peer-to-peer payments,285778,1544932663.2744582,154.4932663274458,5406.058770354814,North-East
andaman-&-nicobar-islands,2021,4,Recharge & bill payments,135608,59243518.11464358,5.9243518114643585,436.873326902864,North-East
andaman-&-nicobar-islands,2022,1,Financial Services,1757,2869682.0229511866,0.28696820229511866,1633.2851581964637,North-East
andaman-&-nicobar-islands,2022,1,Merchant payments,284298,370091558.68373305,37.009155868373306,1301.773345868536,North-East
andaman-&-nicobar-islands,2022,1,Others,2643,2440321.9820225406,0.24403219820225405,923.3151653509424,North-East
andaman-&-nicobar-islands,2022,1,Peer-to-peer payments,342649,1682328505.7254477,168.23285057254478,4909.7721158545555,North-East
andaman-&-nicobar-islands,2022,1,Recharge & bill payments,163401,71300133.66101266,7.130013366101267,436.3506567341244,North-East
andaman-&-nicobar-islands,2022,2,Financial Services,1448,2089862.3927160464,0.20898623927160465,1443.2751330911922,North-East
andaman-&-nicobar-islands,2022,2,Merchant payments,449540,510838980.9061847,51.08389809061847,1136.3593471241372,North-East
andaman-&-nicobar-islands,2022,2,Others,3108,2449496.7081265687,0.24494967081265687,788.1263539660774,North-East
andaman-&-nicobar-islands,2022,2,Peer-to-peer payments,437606,2088309073.4552848,208.8309073455285,4772.121665277178,North-East
andaman-&-nicobar-islands,2022,2,Recharge & bill payments,179515,82232936.61795366,8.223293661795365,458.08392957665745,North-East
andaman-&-nicobar-islands,2022,3,Financial Services,1814,2166304.9779766416,0.21663049779766416,1194.2144310786337,North-East
andaman-&-nicobar-islands,2022,3,Merchant payments,716105,693438186.296541,69.3438186296541,968.3470808003589,North-East
andaman-&-nicobar-islands,2022,3,Others,3477,2744060.670897343,0.2744060670897343,789.2035291623075,North-East
andaman-&-nicobar-islands,2022,3,Peer-to-peer payments,622217,2514535154.56483,251.453515456483,4041.251130336892,North-East
andaman-&-nicobar-islands,2022,3,Recharge & bill payments,240766,97748065.62714244,9.774806562714245,405.9878289589994,North-East
andaman-&-nicobar-islands,2022,4,Financial Services,2499,3533987.2301130476,0.35339872301130476,1414.1605562677262,North-East
andaman-&-nicobar-islands,2022,4,Merchant payments,956536,906365300.6585041,90.63653006585041,947.5495963126366,North-East
andaman-&-nicobar-islands,2022,4,Others,3692,3107412.043626394,0.3107412043626394,841.6609002238338,North-East
andaman-&-nicobar-islands,2022,4,Peer-to-peer payments,768758,2961630584.8271313,296.16305848271315,3852.4874990922126,North-East
andaman-&-nicobar-islands,2022,4,Recharge & bill payments,256050,110037119.66941178,11.003711966941179,429.7485634423424,North-East
andaman-&-nicobar-islands,2023,1,Financial Services,2515,3556954.0,0.3556954,1414.2958250497018,North-East
andaman-&-nicobar-islands,2023,1,Merchant payments,1122063,1008821751.0,100.8821751,899.0776373519134,North-East
andaman-&-nicobar-islands,2023,1,Others,3443,3049182.0,0.3049182,885.6177751960499,North-East
andaman-&-nicobar-islands,2023,1,Peer-to-peer payments,862347,3299762230.0,329.976223,3826.490067223519,North-East
andaman-&-nicobar-islands,2023,1,Recharge & bill payments,286024,146338470.0,14.633847,511.630038038766,North-East
andaman-&-nicobar-islands,2023,2,Financial Services,2158,4161814.0,0.4161814,1928.551436515292,North-East
andaman-&-nicobar-islands,2023,2,Merchant payments,1410653,1159905474.0,115.9905474,822.2471961566736,North-East
andaman-&-nicobar-islands,2023,2,Others,3517,3405338.0,0.3405338,968.250781916406,North-East
andaman-&-nicobar-islands,2023,2,Peer-to-peer payments,970525,3664415887.0,366.4415887,3775.7047855542105,North-East
andaman-&-nicobar-islands,2023,2,Recharge & bill payments,320922,158455723.0,15.8455723,493.75151282866244,North-East
andaman-&-nicobar-islands,2023,3,Financial Services,2199,3850023.0,0.3850023,1750.806275579809,North-East
andaman-&-nicobar-islands,2023,3,Merchant payments,1657848,1289780198.0,128.9780198,777.9845908671965,North-East
andaman-&-nicobar-islands,2023,3,Others,3183,2346918.0,0.2346918,737.3289349670123,North-East
andaman-&-nicobar-islands,2023,3,Peer-to-peer payments,1111211,3757627272.0,375.7627272,3381.5605425072285,North-East
andaman-&-nicobar-islands,2023,3,Recharge & bill payments,323935,157992380.0,15.799238,487.72864926605644,North-East
andaman-&-nicobar-islands,2023,4,Financial Services,3276,7836466.0,0.7836466,2392.0836385836387,North-East
andaman-&-nicobar-islands,2023,4,Merchant payments,2039888,1653303276.0,165.3303276,810.4872796937871,North-East
andaman-&-nicobar-islands,2023,4,Others,3363,2925308.0,0.2925308,869.8507285162058,North-East
andaman-&-nicobar-islands,2023,4,Peer-to-peer payments,1321796,4420459049.0,442.0459049,3344.2823620286335,North-East
andaman-&-nicobar-islands,2023,4,Recharge & bill payments,327460,185028400.0,18.50284,565.0412264093325,North-East
andaman-&-nicobar-islands,2024,1,Financial Services,3761,7962745.0,0.7962745,2117.1882478064344,North-East
andaman-&-nicobar-islands,2024,1,Merchant payments,2401038,1887811915.0,188.7811915,786.2482455504661,North-East
andaman-&-nicobar-islands,2024,1,Others,2517,2550985.0,0.2550985,1013.502185141041,North-East
andaman-&-nicobar-islands,2024,1,Peer-to-peer payments,1436380,4771886847.0,477.1886847,3322.161856194043,North-East
andaman-&-nicobar-islands,2024,1,Recharge & bill payments,341224,188939343.0,18.8939343,553.7105918692706,North-East
andaman-&-nicobar-islands,2024,2,Financial Services,3371,9550750.0,0.955075,2833.20973005043,North-East
andaman-&-nicobar-islands,2024,2,Merchant payments,2769052,2053269052.0,205.3269052,741.5061371184073,North-East
andaman-&-nicobar-islands,2024,2,Others,2430,2260654.0,0.2260654,930.3102880658436,North-East
andaman-&-nicobar-islands,2024,2,Peer-to-peer payments,1513157,5033712226.0,503.3712226,3326.629177276383,North-East
andaman-&-nicobar-islands,2024,2,Recharge & bill payments,365214,196987648.0,19.6987648,539.3759494433401,North-East
andaman-&-nicobar-islands,2024,3,Financial Services,4169,10756400.0,1.07564,2580.091148956584,North-East
andaman-&-nicobar-islands,2024,3,Merchant payments,3158032,2132361939.0,213.2361939,675.2185978482802,North-East
andaman-&-nicobar-islands,2024,3,Others,1865,1960638.0,0.1960638,1051.2804289544235,North-East
andaman-&-nicobar-islands,2024,3,Peer-to-peer payments,1733054,5305660809.0,530.5660809,3061.4515237263236,North-East
andaman-&-nicobar-islands,2024,3,Recharge & bill payments,382130,213105223.0,21.3105223,557.6772904508937,North-East
andaman-&-nicobar-islands,2024,4,Financial Services,12889,12789955.0,1.2789955,992.3155403832726,North-East
andaman-&-nicobar-islands,2024,4,Merchant payments,3666060,2546601178.0,254.6601178,694.6425257633535,North-East
andaman-&-nicobar-islands,2024,4,Others,2332,3835931.0,0.3835931,1644.9103773584907,North-East
andaman-&-nicobar-islands,2024,4,Peer-to-peer payments,1993301,6142805445.0,614.2805445,3081.724960254372,North-East
andaman-&-nicobar-islands,2024,4,Recharge & bill payments,389318,214912264.0,21.4912264,552.0224186911471,North-East
andhra-pradesh,2018,1,Financial Services,204305,44808449.7639544,4.48084497639544,219.32135661855756,South
andhra-pradesh,2018,1,Merchant payments,362672,247297640.24000686,24.729764024000687,681.8768480610769,South
andhra-pradesh,2018,1,Others,395514,287626042.970705,28.762604297070496,727.2208897048018,South
andhra-pradesh,2018,1,Peer-to-peer payments,3049646,10524250283.178782,1052.425028317878,3450.9744026614176,South
andhra-pradesh,2018,1,Recharge & bill payments,5027448,892293975.6698562,89.22939756698563,177.48447635258609,South
andhra-pradesh,2018,2,Financial Services,225621,68952114.81374599,6.895211481374599,305.6103590257378,South
andhra-pradesh,2018,2,Merchant payments,604847,436785223.86032957,43.67852238603296,722.1416719605612,South
andhra-pradesh,2018,2,Others,322063,328092346.575651,32.8092346575651,1018.7210159988915,South
andhra-pradesh,2018,2,Peer-to-peer payments,4745000,20451493098.8953,2045.1493098895303,4310.114457090685,South
andhra-pradesh,2018,2,Recharge & bill payments,6456387,1598591488.4880352,159.85914884880353,247.59846156806202,South
andhra-pradesh,2018,3,Financial Services,380324,60790077.57437308,6.079007757437308,159.83760576343613,South
andhra-pradesh,2018,3,Merchant payments,1225416,685277254.5076212,68.52772545076212,559.2200970997777,South
andhra-pradesh,2018,3,Others,348725,284248675.5700202,28.42486755700202,815.1083965015993,South
andhra-pradesh,2018,3,Peer-to-peer payments,16129591,32738630444.668724,3273.8630444668725,2029.7247738438455,South
andhra-pradesh,2018,3,Recharge & bill payments,7542005,1949098146.8941927,194.90981468941928,258.4323594182439,South
andhra-pradesh,2018,4,Financial Services,400837,57178116.40322068,5.7178116403220685,142.64680257366632,South
andhra-pradesh,2018,4,Merchant payments,2622131,1671585888.568256,167.1585888568256,637.4913719292651,South
andhra-pradesh,2018,4,Others,389411,315211361.26249415,31.521136126249413,809.4567468882342,South
andhra-pradesh,2018,4,Peer-to-peer payments,17580086,47011639726.13608,4701.163972613608,2674.1416240020712,South
andhra-pradesh,2018,4,Recharge & bill payments,9767083,2418164314.470957,241.81643144709568,247.5830618487584,South
andhra-pradesh,2019,1,Financial Services,416325,47150177.52982048,4.715017752982048,113.25329377246257,South
andhra-pradesh,2019,1,Merchant payments,5043682,2423536770.3706346,242.35367703706345,480.5094314769715,South
andhra-pradesh,2019,1,Others,361263,284937624.5393019,28.493762453930188,788.7262867752908,South
andhra-pradesh,2019,1,Peer-to-peer payments,37420988,77524329742.2595,7752.432974225951,2071.6804629065246,South
andhra-pradesh,2019,1,Recharge & bill payments,14022264,3480641602.3771377,348.0641602377138,248.22251259690572,South
andhra-pradesh,2019,2,Financial Services,145310,26626696.771042537,2.6626696771042537,183.24063568262704,South
andhra-pradesh,2019,2,Merchant payments,9226537,4613405202.681959,461.3405202681959,500.01481625033955,South
andhra-pradesh,2019,2,Others,448802,361492238.3966455,36.14922383966455,805.4603999016169,South
andhra-pradesh,2019,2,Peer-to-peer payments,32494402,103924649232.47021,10392.464923247022,3198.232398074912,South
andhra-pradesh,2019,2,Recharge & bill payments,14093964,4708345387.9101095,470.83453879101097,334.068214443439,South
andhra-pradesh,2019,3,Financial Services,122270,29778183.027080443,2.9778183027080445,243.54447556293812,South
andhra-pradesh,2019,3,Merchant payments,16581787,7887394038.066369,788.7394038066369,475.66610511076817,South
andhra-pradesh,2019,3,Others,413437,298142027.58625776,29.814202758625775,721.1304928834569,South
andhra-pradesh,2019,3,Peer-to-peer payments,39023491,124338645329.51532,12433.864532951531,3186.2512077536917,South
andhra-pradesh,2019,3,Recharge & bill payments,20147629,6893984676.598906,689.3984676598906,342.17349726853246,South
andhra-pradesh,2019,4,Financial Services,105662,26796571.745749153,2.679657174574915,253.60651649362262,South
andhra-pradesh,2019,4,Merchant payments,25122370,13476303367.50486,1347.630336750486,536.4264345881722,South
andhra-pradesh,2019,4,Others,338672,216496893.16102877,21.649689316102876,639.252412839056,South
andhra-pradesh,2019,4,Peer-to-peer payments,57181511,178893550050.68753,17889.35500506875,3128.520861414235,South
andhra-pradesh,2019,4,Recharge & bill payments,24469888,8335168605.691999,833.5168605691999,340.6296181532175,South
andhra-pradesh,2020,1,Financial Services,75238,43739133.169823855,4.373913316982385,581.3436450972096,South
andhra-pradesh,2020,1,Merchant payments,31408022,18603161784.496994,1860.3161784496995,592.3060606776509,South
andhra-pradesh,2020,1,Others,292310,188228538.37489766,18.822853837489767,643.9346528510747,South
andhra-pradesh,2020,1,Peer-to-peer payments,65452143,223088554055.04755,22308.855405504753,3408.4224569247112,South
andhra-pradesh,2020,1,Recharge & bill payments,30449644,10813530777.973532,1081.353077797353,355.12831539092974,South
andhra-pradesh,2020,2,Financial Services,140941,145274999.15679634,14.527499915679634,1030.7504498818394,South
andhra-pradesh,2020,2,Merchant payments,29976765,22625596525.44269,2262.5596525442693,754.7711210813673,South
andhra-pradesh,2020,2,Others,176241,90087654.60009979,9.008765460009979,511.16173081235235,South
andhra-pradesh,2020,2,Peer-to-peer payments,73609921,262731724130.7907,26273.17241307907,3569.2433922159858,South
andhra-pradesh,2020,2,Recharge & bill payments,41013987,16991006436.573467,1699.1006436573468,414.27346325958183,South
andhra-pradesh,2020,3,Financial Services,243088,256074924.7187529,25.60749247187529,1053.4247873969628,South
andhra-pradesh,2020,3,Merchant payments,54055557,40739580213.86052,4073.9580213860518,753.6612787813938,South
andhra-pradesh,2020,3,Others,312329,151582519.18136686,15.158251918136687,485.32963375596523,South
andhra-pradesh,2020,3,Peer-to-peer payments,106791894,406461788252.32056,40646.178825232055,3806.1108669195487,South
andhra-pradesh,2020,3,Recharge & bill payments,43500067,19475104674.827175,1947.5104674827176,447.7028661778193,South
andhra-pradesh,2020,4,Financial Services,265470,305168772.45601684,30.516877245601684,1149.5414640298973,South
andhra-pradesh,2020,4,Merchant payments,86581460,66654048149.95168,6665.404814995169,769.842044127596,South
andhra-pradesh,2020,4,Others,457527,306853355.59473807,30.685335559473806,670.6781361422126,South
andhra-pradesh,2020,4,Peer-to-peer payments,152003791,566639138543.7708,56663.913854377075,3727.796095189302,South
andhra-pradesh,2020,4,Recharge & bill payments,46810304,20936337211.557747,2093.6337211557748,447.2591592559994,South
andhra-pradesh,2021,1,Financial Services,225355,270313028.48452014,27.031302848452015,1199.4986953230243,South
andhra-pradesh,2021,1,Merchant payments,97920281,70813192713.43477,7081.319271343476,723.1718699156385,South
andhra-pradesh,2021,1,Others,347907,272546457.5502677,27.25464575502677,783.3888296305269,South
andhra-pradesh,2021,1,Peer-to-peer payments,149313738,580542193013.0018,58054.21930130018,3888.0695158338467,South
andhra-pradesh,2021,1,Recharge & bill payments,41940689,20546424964.14482,2054.642496414482,489.89240410773465,South
andhra-pradesh,2021,2,Financial Services,243237,265483044.40124667,26.548304440124667,1091.458307746135,South
andhra-pradesh,2021,2,Merchant payments,112875274,88512429436.91248,8851.242943691248,784.1613694502524,South
andhra-pradesh,2021,2,Others,406842,308302224.3856007,30.830222438560067,757.793503093586,South
andhra-pradesh,2021,2,Peer-to-peer payments,189614879,737004484057.439,73700.4484057439,3886.849428400811,South
andhra-pradesh,2021,2,Recharge & bill payments,49626902,24646800345.106976,2464.6800345106976,496.6419291114923,South
andhra-pradesh,2021,3,Financial Services,211171,297239697.83073866,29.723969783073866,1407.5782083275576,South
andhra-pradesh,2021,3,Merchant payments,158290953,118164377968.16754,11816.437796816754,746.5011469617442,South
andhra-pradesh,2021,3,Others,547759,403948275.56756073,40.39482755675607,737.4562089670105,South
andhra-pradesh,2021,3,Peer-to-peer payments,221280317,837841124664.307,83784.1124664307,3786.333714734813,South
andhra-pradesh,2021,3,Recharge & bill payments,51702350,27511344958.24361,2751.1344958243612,532.1101450561456,South
andhra-pradesh,2021,4,Financial Services,243951,332740108.6635881,33.27401086635881,1363.9628805112015,South
andhra-pradesh,2021,4,Merchant payments,207538904,152883933596.5386,15288.39335965386,736.6519271805473,South
andhra-pradesh,2021,4,Others,701856,545223415.6638832,54.52234156638832,776.8308822092897,South
andhra-pradesh,2021,4,Peer-to-peer payments,262006450,971269765249.1282,97126.97652491281,3707.045247356041,South
andhra-pradesh,2021,4,Recharge & bill payments,51762842,31232784713.985794,3123.2784713985793,603.382339671106,South
andhra-pradesh,2022,1,Financial Services,231651,324358965.11859065,32.43589651185906,1400.2053309443545,South
andhra-pradesh,2022,1,Merchant payments,242031836,169419685917.19562,16941.96859171956,699.9892605747767,South
andhra-pradesh,2022,1,Others,627694,474382234.25397474,47.438223425397474,755.7539728816505,South
andhra-pradesh,2022,1,Peer-to-peer payments,288488560,1089629182596.4781,108962.91825964782,3777.0273545560285,South
andhra-pradesh,2022,1,Recharge & bill payments,51224170,34473036841.83001,3447.3036841830008,672.9838051417917,South
andhra-pradesh,2022,2,Financial Services,192751,245783011.04455262,24.578301104455264,1275.1322226320622,South
andhra-pradesh,2022,2,Merchant payments,292530048,205433660654.20898,20543.366065420898,702.2651589426088,South
andhra-pradesh,2022,2,Others,441925,357036084.9071137,35.70360849071137,807.9110367304717,South
andhra-pradesh,2022,2,Peer-to-peer payments,321362337,1231408926513.7114,123140.89265137115,3831.8395926829203,South
andhra-pradesh,2022,2,Recharge & bill payments,56606969,42408541939.06145,4240.854193906145,749.1752815640323,South
andhra-pradesh,2022,3,Financial Services,187190,239347241.54655045,23.934724154655044,1278.6326275257784,South
andhra-pradesh,2022,3,Merchant payments,291033653,202910820650.0824,20291.08206500824,697.2074141889096,South
andhra-pradesh,2022,3,Others,362484,323951101.5715289,32.39511015715289,893.6976571973629,South
andhra-pradesh,2022,3,Peer-to-peer payments,298804000,1140164525892.7397,114016.45258927398,3815.760585175365,South
andhra-pradesh,2022,3,Recharge & bill payments,52467708,41438764826.20322,4143.876482620321,789.7955982030551,South
andhra-pradesh,2022,4,Financial Services,206459,250596592.06465048,25.059659206465046,1213.7838121111236,South
andhra-pradesh,2022,4,Merchant payments,321632104,211898851397.09848,21189.885139709848,658.8236956504146,South
andhra-pradesh,2022,4,Others,345658,339211363.0027188,33.92113630027188,981.3496664411609,South
andhra-pradesh,2022,4,Peer-to-peer payments,315734006,1170249585983.0112,117024.95859830112,3706.4413833934987,South
andhra-pradesh,2022,4,Recharge & bill payments,52098850,41986837706.47902,4198.683770647902,805.9071880949199,South
andhra-pradesh,2023,1,Financial Services,288150,331233097.0,33.1233097,1149.5162137775465,South
andhra-pradesh,2023,1,Merchant payments,540680395,311606731877.0,31160.6731877,576.3233414020865,South
andhra-pradesh,2023,1,Others,488672,477193006.0,47.7193006,976.5098184467291,South
andhra-pradesh,2023,1,Peer-to-peer payments,514931308,1857818168755.0,185781.8168755,3607.8951500750463,South
andhra-pradesh,2023,1,Recharge & bill payments,89143939,78817989795.0,7881.7989795,884.1654371476675,South
andhra-pradesh,2023,2,Financial Services,316533,386071375.0,38.6071375,1219.6875997131422,South
andhra-pradesh,2023,2,Merchant payments,634303064,349602824539.0,34960.2824539,551.1605482943087,South
andhra-pradesh,2023,2,Others,379498,409939082.0,40.9939082,1080.2140775445457,South
andhra-pradesh,2023,2,Peer-to-peer payments,573455382,2067288068882.0,206728.8068882,3604.9675942914073,South
andhra-pradesh,2023,2,Recharge & bill payments,97202487,88352183038.0,8835.2183038,908.9498197510111,South
andhra-pradesh,2023,3,Financial Services,361584,466791218.0,46.6791218,1290.9620392495244,South
andhra-pradesh,2023,3,Merchant payments,750265405,395042164275.0,39504.2164275,526.5365584529384,South
andhra-pradesh,2023,3,Others,334566,362636702.0,36.2636702,1083.901837006749,South
andhra-pradesh,2023,3,Peer-to-peer payments,623202203,2163464730936.0,216346.4730936,3471.529337543115,South
andhra-pradesh,2023,3,Recharge & bill payments,101000645,94077774967.0,9407.7774967,931.4571700705476,South
